timestamp,user_id,latitude,longitude,speed_mps,planned_route_id,distance_from_route_m,is_checkin,battery_percent,signal_strength,is_emergency_action,inactivity_minutes,anomaly_type
2025-01-01T08:03:00,user_47,26.53144635,92.82220455,1.863836748,R3,327.0855936,0,33,4,0,10,OffRoute
2025-01-01T08:04:00,user_30,27.20088877,92.21853806,1.191590072,R2,568.142877,1,41,3,0,2,OffRoute
2025-01-01T08:05:00,user_1,27.31172893,92.15076978,1.808022245,R1,727.9834462,0,71,5,0,1,OffRoute
2025-01-01T08:06:00,user_11,27.38955047,93.69739147,1.166311111,,542.8205627,1,87,1,0,3,OffRoute
2025-01-01T08:07:00,user_43,26.00323307,92.78084352,1.926518074,,692.5646784,1,74,5,0,4,OffRoute
2025-01-01T08:08:00,user_4,26.23219524,92.59341565,1.968709365,R1,589.5901454,0,77,3,0,8,OffRoute
2025-01-01T08:09:00,user_5,26.87626639,93.00570077,1.852719892,R1,378.716364,0,84,2,0,8,OffRoute
2025-01-01T08:00:00,user_39,27.01281883,92.47040779,0,R1,3.596598418,0,35,5,0,102,Inactive
2025-01-01T08:01:00,user_14,26.92907227,92.83844983,0,R3,17.51016868,0,40,3,0,96,Inactive
2025-01-01T08:02:00,user_49,26.35802893,92.79157169,0,R1,20.15070669,0,49,3,0,68,Inactive
2025-01-01T08:03:00,user_14,26.01397319,93.24231851,0,R3,16.88980937,0,24,5,0,42,Inactive
2025-01-01T08:04:00,user_11,26.19868486,92.69801767,0,,2.063739422,0,43,3,0,61,Inactive
2025-01-01T08:05:00,user_43,27.25061743,93.40707985,0,R3,18.35033297,0,53,1,0,113,Inactive
2025-01-01T08:06:00,user_48,27.39763406,92.207173,0,R2,26.34380895,0,27,1,0,63,Inactive
2025-01-01T08:07:00,user_33,26.40852232,93.20965965,0,,21.52836561,0,63,3,0,56,Inactive
2025-01-01T08:08:00,user_3,26.37668188,93.81631809,0,R1,1.52396681,0,47,3,0,111,Inactive
2025-01-01T08:09:00,user_36,26.50033481,92.26163932,0,,29.39393861,0,67,4,0,50,Inactive
2025-01-01T08:00:00,user_3,26.8413603,92.22374776,0,R3,109.1180578,0,14,0,0,2,Distress
2025-01-01T08:01:00,user_50,26.54697727,93.86617602,0,,179.7849273,0,4,1,0,1,Distress
2025-01-01T08:02:00,user_48,27.46075553,93.49895522,0,R3,172.9211392,0,1,0,1,1,Distress
2025-01-01T08:03:00,user_31,27.17357974,92.82342633,0,R2,53.36114192,0,13,0,0,5,Distress
2025-01-01T08:04:00,user_18,26.29935925,93.8369038,0,R1,44.58470944,0,13,1,0,5,Distress
2025-01-01T08:05:00,user_17,27.45033366,92.55824999,11.41481739,R2,135.9036237,0,1,0,1,4,Distress
2025-01-01T08:06:00,user_8,26.8708846,93.96710115,5.382571974,,69.13742234,0,20,2,1,2,Distress
2025-01-01T08:07:00,user_5,27.3492571,92.38015755,5.443865337,R3,0.338255644,0,12,1,0,4,Distress
2025-01-01T08:08:00,user_45,26.93473311,93.32677495,6.246253157,R3,101.4245008,0,11,1,1,5,Distress
2025-01-01T08:09:00,user_1,26.83161872,92.38368019,11.64929434,R3,135.4635891,0,13,2,1,1,Distress
2025-01-02T08:00:00,user_33,26.43037058,92.8597763,1.949961953,,65.47056237,1,68,3,0,7,None
2025-01-02T08:00:30,user_44,27.1906031,93.91966401,0,R3,85.1359215,0,3,0,1,10,Distress
2025-01-02T08:01:00,user_41,26.336961,92.39825987,0.561063469,R2,24.48425441,0,69,5,0,7,None
2025-01-02T08:01:30,user_15,27.07751887,92.76795693,1.499132157,R2,14.75713451,0,89,5,0,0,None
2025-01-02T08:02:00,user_43,27.20616478,93.39182355,1.661374711,R3,55.7405794,1,48,5,0,1,None
2025-01-02T08:02:30,user_11,27.42505941,93.78285185,2.031630807,,71.92739613,1,93,5,0,8,None
2025-01-02T08:03:00,user_18,26.67510464,93.50355357,2.59965722,,27.73113531,1,80,3,0,8,None
2025-01-02T08:03:30,user_25,26.11622503,92.5714563,0.907572661,R2,523.7966979,0,39,1,0,2,OffRoute
2025-01-02T08:04:00,user_25,27.05962871,92.1284577,1.518998424,R1,54.26111405,0,53,5,0,6,None
2025-01-02T08:04:30,user_27,27.28509805,93.53118915,1.450952572,R2,0.589608358,1,88,5,0,5,None
2025-01-02T08:05:00,user_30,26.73234422,92.54587062,1.714104984,R2,38.88572032,1,86,3,0,10,None
2025-01-02T08:05:30,user_4,27.47108297,93.06824726,0,R3,25.18423865,0,15,0,0,6,Distress
2025-01-02T08:06:00,user_17,26.5686558,92.42332057,0,R1,49.02687073,0,18,1,0,68,Dropoff
2025-01-02T08:06:30,user_49,26.70546025,93.49804852,0.630214021,R1,95.19196924,0,89,2,0,3,None
2025-01-02T08:07:00,user_37,27.4244176,92.39872136,0.550950043,R2,15.23823458,1,82,2,0,2,None
2025-01-02T08:07:30,user_38,26.69755098,92.51248739,1.422237936,R1,60.58926926,0,59,2,0,1,None
2025-01-02T08:08:00,user_7,27.39333075,93.15159346,2.770065378,R3,37.53069594,0,77,3,0,3,None
2025-01-02T08:08:30,user_43,27.27543986,93.20082323,0.802637663,R3,98.38443515,1,74,5,0,0,None
2025-01-02T08:09:00,user_41,26.1034351,93.29508651,0.531630375,,42.00587408,0,67,4,0,7,None
2025-01-02T08:09:30,user_47,27.06096297,92.87097429,2.33448826,R3,96.54737312,1,69,5,0,4,None
2025-01-02T08:10:00,user_37,26.48345687,92.49099034,2.836554697,,27.89282492,0,88,5,0,7,None
2025-01-02T08:10:30,user_39,26.50459493,92.98861301,1.31253542,R3,48.75499324,1,61,4,0,5,None
2025-01-02T08:11:00,user_45,26.83368654,93.0332545,0.977641059,,24.13560504,1,75,3,0,6,None
2025-01-02T08:11:30,user_20,26.96885435,92.98164267,2.48233217,R3,9.305335055,1,84,3,0,3,None
2025-01-02T08:12:00,user_18,26.70989073,93.06184386,1.563759532,R3,74.59354367,1,84,5,0,5,None
2025-01-02T08:12:30,user_48,26.37710551,92.24131177,0.981460734,,11.95547413,0,52,3,0,8,None
2025-01-02T08:13:00,user_24,26.41474944,93.17917381,2.400519738,R2,59.67907405,0,58,3,0,1,None
2025-01-02T08:13:30,user_41,26.45340138,93.41603697,0.8164574,,4.551570098,1,84,3,0,0,None
2025-01-02T08:14:00,user_31,26.15388147,92.02453081,1.210848318,R1,47.87142086,0,43,4,0,5,None
2025-01-02T08:14:30,user_6,27.23317347,92.80141488,0.685205426,R2,62.9445707,0,49,4,0,0,None
2025-01-02T08:15:00,user_20,26.17767734,93.52888689,2.015794128,,79.07408298,1,68,5,0,3,None
2025-01-02T08:15:30,user_11,26.45807037,93.24205464,2.024077281,R2,74.00893055,0,56,2,0,3,None
2025-01-02T08:16:00,user_15,26.26072032,92.15012974,0.506689307,R3,45.05037046,1,58,2,0,9,None
2025-01-02T08:16:30,user_41,27.06043374,93.40597512,0,R2,22.70156632,0,39,2,0,117,Inactive
2025-01-02T08:17:00,user_39,26.63770845,93.08912476,14.71452085,R3,247.9893479,0,6,1,0,1,Distress
2025-01-02T08:17:30,user_35,26.65873017,92.93739594,0,,45.61367858,0,18,2,0,71,Dropoff
2025-01-02T08:18:00,user_15,26.6566383,93.19607332,2.723557223,R1,73.45339233,1,41,2,0,9,None
2025-01-02T08:18:30,user_18,27.49935863,93.34456317,1.173777565,R2,4.023167314,1,73,5,0,2,None
2025-01-02T08:19:00,user_21,27.49541821,92.87176997,2.535612361,R1,96.90552361,1,66,4,0,7,None
2025-01-02T08:19:30,user_21,27.28659964,92.65960733,2.234184185,R3,28.82177954,0,69,2,0,6,None
2025-01-02T08:20:00,user_13,26.48491068,93.94036945,1.510437643,R3,51.45962523,1,66,2,0,0,None
2025-01-02T08:20:30,user_29,26.93395081,92.9969862,1.605102389,,5.161177519,0,99,4,0,4,None
2025-01-02T08:21:00,user_36,26.18213913,93.94629363,2.022179168,,23.92974623,1,75,2,0,2,None
2025-01-02T08:21:30,user_32,26.1398138,93.98451428,0,R3,45.64649392,0,25,1,0,89,Inactive
2025-01-02T08:22:00,user_25,26.76330802,92.54684979,2.586809864,R2,98.02446326,1,75,3,0,3,None
2025-01-02T08:22:30,user_1,27.38280222,93.01648178,2.698315638,R3,86.40269344,1,61,4,0,4,None
2025-01-02T08:23:00,user_23,27.08907647,93.67495185,1.94980846,R3,65.99407531,1,74,5,0,2,None
2025-01-02T08:23:30,user_15,26.82787613,93.08686013,1.638361542,,32.17773502,0,76,5,0,3,None
2025-01-02T08:24:00,user_9,26.06547095,93.4894103,2.263069703,R3,81.14089026,0,71,2,0,6,None
2025-01-02T08:24:30,user_27,27.30455047,93.74838075,1.600765524,R2,52.59510868,0,86,3,0,7,None
2025-01-02T08:25:00,user_46,26.11224237,93.56305058,8.975341693,,194.9509958,0,11,2,1,5,Distress
2025-01-02T08:25:30,user_28,27.30857453,92.0717982,0.671051868,R1,63.11610169,0,87,2,0,4,None
2025-01-02T08:26:00,user_3,27.14055454,93.40778166,0,R3,5.025362016,0,48,0,0,51,Inactive
2025-01-02T08:26:30,user_6,27.1942152,92.58673555,1.062261635,,401.898857,0,41,1,0,13,OffRoute
2025-01-02T08:27:00,user_43,26.92956555,92.48165958,2.78207254,R1,14.31177201,1,69,4,0,7,None
2025-01-02T08:27:30,user_29,27.3483628,92.93050651,0,R3,14.38158329,0,30,0,0,99,Inactive
2025-01-02T08:28:00,user_31,27.48147754,92.5983085,2.905072682,R1,69.03135125,1,52,5,0,7,None
2025-01-02T08:28:30,user_18,26.35580855,93.14384538,1.937029825,R1,99.26920436,0,93,5,0,4,None
2025-01-02T08:29:00,user_50,26.84889353,93.37159899,2.361672103,R2,4.904425078,1,93,4,0,9,None
2025-01-02T08:29:30,user_41,26.9105975,92.70464191,2.091544695,R1,62.08911631,0,80,2,0,10,None
2025-01-02T08:30:00,user_12,26.46339933,92.88164638,1.948934513,R2,73.23597679,1,60,5,0,1,None
2025-01-02T08:30:30,user_19,26.1982397,93.07881552,2.928723953,R3,53.08523737,0,56,5,0,4,None
2025-01-02T08:31:00,user_24,27.20634881,92.93666278,0,R1,11.29490414,0,26,2,0,48,Dropoff
2025-01-02T08:31:30,user_41,27.18602295,92.02783731,1.841430771,R3,45.47860277,1,77,5,0,10,None
2025-01-02T08:32:00,user_42,26.16251915,92.4676438,0.562561624,R1,88.42348452,1,98,3,0,8,None
2025-01-02T08:32:30,user_20,26.95310588,92.92853507,2.252692914,,64.92394463,0,42,2,0,1,None
2025-01-02T08:33:00,user_27,26.17418072,92.46960006,1.843866515,R1,38.86458312,1,77,3,0,5,None
2025-01-02T08:33:30,user_24,27.25053962,93.23130443,0,R2,140.8579599,0,3,2,0,55,Dropoff
2025-01-02T08:34:00,user_4,26.66507463,93.90111034,2.638625483,,9.935462461,1,74,4,0,10,None
2025-01-02T08:34:30,user_16,26.41382216,93.93641375,19.23516182,R2,27.50202715,0,2,1,0,3,Distress
2025-01-02T08:35:00,user_22,27.18046715,92.41041115,2.574544593,R2,55.42077885,0,92,3,0,9,None
2025-01-02T08:35:30,user_8,27.18296563,93.19196327,1.193187115,R1,98.40281318,1,91,3,0,2,None
2025-01-02T08:36:00,user_9,26.19770484,92.71648456,2.471078836,,58.88529221,0,56,2,0,0,None
2025-01-02T08:36:30,user_7,26.78912829,93.49133055,0,,71.43689481,0,33,2,0,66,Dropoff
2025-01-02T08:37:00,user_4,26.75575803,93.89083129,0.608412592,,78.3226996,1,69,2,0,10,None
2025-01-02T08:37:30,user_21,27.27094781,92.85254724,0.769904574,R2,71.24013149,0,97,2,0,7,None
2025-01-02T08:38:00,user_30,26.09852335,92.550032,2.082691811,,54.8356434,1,78,4,0,5,None
2025-01-02T08:38:30,user_15,26.14876769,93.40355884,2.631981843,,65.09166649,0,67,5,0,8,None
2025-01-02T08:39:00,user_24,26.50839743,92.90699781,1.539974126,R2,9.508583928,1,82,4,0,6,None
2025-01-02T08:39:30,user_9,27.03023155,92.94853577,0.728061971,R1,8.536435733,0,87,4,0,6,None
2025-01-02T08:40:00,user_39,26.87969762,93.12317283,0.994468972,R3,385.5618997,1,26,2,0,11,OffRoute
2025-01-02T08:40:30,user_8,26.52746928,93.15583704,1.031847014,R3,65.6736303,0,62,4,0,3,None
2025-01-02T08:41:00,user_2,26.86115001,93.61444274,2.612887903,R2,97.45466021,0,78,4,0,9,None
2025-01-02T08:41:30,user_5,26.40990558,93.52481904,2.803843803,R2,35.10234207,0,76,5,0,2,None
2025-01-02T08:42:00,user_11,27.11145359,93.94362064,0.729394208,R3,53.04826887,1,69,4,0,6,None
2025-01-02T08:42:30,user_44,26.46745605,92.64876578,2.85351856,R1,59.62237722,0,50,2,0,0,None
2025-01-02T08:43:00,user_23,26.40815427,93.32387739,1.714154262,,44.20441867,0,88,2,0,4,None
2025-01-02T08:43:30,user_39,26.16633466,93.35643579,1.982835626,R1,52.69341071,0,54,5,0,4,None
2025-01-02T08:44:00,user_1,26.01153063,92.60283872,0.816850969,,396.0643637,1,61,0,0,8,OffRoute
2025-01-02T08:44:30,user_48,27.12052119,92.3513896,1.450518614,R1,70.36712634,1,44,5,0,8,None
2025-01-02T08:45:00,user_19,26.65432939,92.9195085,0.69465653,R1,31.30606307,1,85,5,0,6,None
2025-01-02T08:45:30,user_7,26.60754846,93.93239938,0.929682951,R2,94.76143093,1,45,5,0,7,None
2025-01-02T08:46:00,user_5,26.65351479,92.80089963,0.696617719,R1,87.05244162,0,61,3,0,5,None
2025-01-02T08:46:30,user_10,26.79590723,92.38780741,2.440570573,R3,35.1099735,0,55,2,0,10,None
2025-01-02T08:47:00,user_44,26.2959077,93.20479797,2.400538239,R3,65.55090105,1,69,5,0,2,None
2025-01-02T08:47:30,user_38,27.29637031,93.25443481,0.877393503,R1,6.82862585,1,90,4,0,7,None
2025-01-02T08:48:00,user_40,26.52791333,92.14838131,1.654356216,,3.760724557,1,44,2,0,5,None
2025-01-02T08:48:30,user_33,26.69406749,93.10863274,2.479544493,R2,89.58767656,0,60,5,0,7,None
2025-01-02T08:49:00,user_46,27.43658354,92.90104622,2.527417028,,83.73771782,0,42,3,0,1,None
2025-01-02T08:49:30,user_44,27.48647903,93.04813711,2.024513516,R1,36.38979597,1,66,4,0,4,None
2025-01-02T08:50:00,user_47,27.1838404,93.29461071,0.664779636,R2,9.450594752,1,58,4,0,10,None
2025-01-02T08:50:30,user_20,26.50004305,93.16547903,0.853570951,,34.98207875,1,48,2,0,10,None
2025-01-02T08:51:00,user_33,26.9652399,92.65695311,0.81948441,R3,70.28308722,0,81,5,0,10,None
2025-01-02T08:51:30,user_10,26.02734581,92.61773214,2.877923284,R1,34.17323451,0,54,3,0,7,None
2025-01-02T08:52:00,user_43,26.44368815,93.57624035,0,R3,25.38448564,0,77,0,0,99,Inactive
2025-01-02T08:52:30,user_3,27.31458916,93.23606293,1.993116103,,15.42527613,0,86,5,0,2,None
2025-01-02T08:53:00,user_20,26.54644912,93.43917135,2.923971509,,61.05954221,0,74,3,0,7,None
2025-01-02T08:53:30,user_50,27.35596151,92.38803235,2.195767063,,57.04193934,1,89,4,0,7,None
2025-01-02T08:54:00,user_4,26.75436004,92.83732165,0.905145433,,19.96977314,0,95,4,0,9,None
2025-01-02T08:54:30,user_18,27.31117542,93.10908149,0.756474329,,84.58922767,1,45,3,0,1,None
2025-01-02T08:55:00,user_2,27.35795931,92.29469731,1.5936814,,94.6413263,1,96,4,0,3,None
2025-01-02T08:55:30,user_7,26.07988533,93.00401423,1.089445185,R3,99.45253512,0,41,4,0,5,None
2025-01-02T08:56:00,user_49,27.18707096,92.27519918,0,,14.34396987,0,70,1,0,136,Inactive
2025-01-02T08:56:30,user_36,26.67290221,92.0105024,0,,11.88386569,0,14,0,0,52,Dropoff
2025-01-02T08:57:00,user_32,26.16678029,92.57620316,1.252877986,R1,4.774944662,1,44,2,0,6,None
2025-01-02T08:57:30,user_27,26.94793241,93.15009492,1.577816492,R2,503.8903914,1,50,4,0,0,OffRoute
2025-01-02T08:58:00,user_33,26.99655695,92.17122791,0,R1,146.1981736,0,34,2,0,28,Dropoff
2025-01-02T08:58:30,user_23,26.5856806,92.94027016,2.089176979,R2,98.10394226,0,62,2,0,4,None
2025-01-02T08:59:00,user_35,27.09941153,93.25651392,1.657252061,R3,814.6308894,0,25,2,0,10,OffRoute
2025-01-02T08:59:30,user_5,27.2202633,92.35017825,2.447856484,,46.46228997,0,91,3,0,7,None
2025-01-02T09:00:00,user_33,26.05547569,92.40318199,0,,118.666382,0,21,1,0,25,Dropoff
2025-01-02T09:00:30,user_42,27.48368405,93.0860614,0.879970648,R3,827.3036432,1,65,0,0,6,OffRoute
2025-01-02T09:01:00,user_32,26.40982491,93.59868482,1.592378458,,40.00217746,1,61,3,0,7,None
2025-01-02T09:01:30,user_35,26.55102039,93.59458176,1.16680174,R3,8.261150663,0,67,3,0,6,None
2025-01-02T09:02:00,user_23,26.48181714,92.16013782,2.152298054,,30.64958561,1,50,5,0,9,None
2025-01-02T09:02:30,user_24,26.06353274,93.74007435,1.381398276,R2,99.81505978,0,44,5,0,4,None
2025-01-02T09:03:00,user_5,27.42918409,92.28555894,0,R2,91.1359355,0,3,0,0,76,Dropoff
2025-01-02T09:03:30,user_29,27.16777306,92.73265695,1.074281603,R1,697.0712492,1,67,2,0,4,OffRoute
2025-01-02T09:04:00,user_32,26.86088267,93.05891976,1.495085115,,64.95607367,0,41,3,0,3,None
2025-01-02T09:04:30,user_13,27.37031376,92.23552199,2.437411209,R1,70.40378112,1,84,5,0,3,None
2025-01-02T09:05:00,user_46,26.20359263,92.14810408,0.93164091,R1,71.33698944,1,82,4,0,1,None
2025-01-02T09:05:30,user_33,26.82499572,92.58072457,1.249891696,R2,15.75052493,0,90,4,0,10,None
2025-01-02T09:06:00,user_30,26.18204368,92.40196074,0.84719218,R2,79.03730608,1,75,4,0,0,None
2025-01-02T09:06:30,user_37,26.91792254,92.17243096,1.273226794,R1,99.95950439,1,89,5,0,7,None
2025-01-02T09:07:00,user_9,26.18799017,92.63405534,0,R2,3.708250988,0,76,2,0,89,Inactive
2025-01-02T09:07:30,user_11,27.15167246,92.25806592,1.757159466,R3,86.82116274,0,59,3,0,1,None
2025-01-02T09:08:00,user_41,27.40210675,92.45094057,2.868707842,R3,51.88977934,0,56,3,0,4,None
2025-01-02T09:08:30,user_37,26.18775544,92.60564921,1.833695074,R1,50.25731447,0,50,4,0,2,None
2025-01-02T09:09:00,user_50,27.2378544,92.05674698,0.613654508,,64.14537338,1,81,3,0,9,None
2025-01-02T09:09:30,user_26,26.92716264,92.0605718,18.33495322,R3,192.5721868,0,8,2,1,4,Distress
2025-01-02T09:10:00,user_21,26.6803162,93.37722714,7.371206705,R3,145.275339,0,20,0,1,3,Distress
2025-01-02T09:10:30,user_30,27.10129963,93.72155473,2.93843532,R1,13.07661516,0,60,3,0,5,None
2025-01-02T09:11:00,user_21,26.40120751,92.49583777,0.742029131,R3,29.0212005,1,55,3,0,6,None
2025-01-02T09:11:30,user_26,26.28475115,92.31868482,2.989923528,,46.68151177,1,41,2,0,4,None
2025-01-02T09:12:00,user_7,27.45002995,92.43028885,1.382237722,,5.054040463,1,58,2,0,7,None
2025-01-02T09:12:30,user_24,26.20090242,92.5289458,1.414444099,R3,40.32540721,1,43,3,0,0,None
2025-01-02T09:13:00,user_26,26.11029762,93.00851106,2.411010287,R3,27.97206776,0,48,2,0,9,None
2025-01-02T09:13:30,user_3,27.19234584,92.6781706,2.847371417,R1,75.49651723,1,72,2,0,3,None
2025-01-02T09:14:00,user_11,26.20555456,92.66608141,1.684360376,,45.69885593,0,60,4,0,9,None
2025-01-02T09:14:30,user_31,27.48592361,93.47863872,1.248085856,R1,33.63734522,1,85,4,0,8,None
2025-01-02T09:15:00,user_39,26.55253671,93.34761278,0,,48.99490156,0,49,0,0,104,Inactive
2025-01-02T09:15:30,user_11,26.39829566,93.31118194,2.93014216,,57.84743322,0,77,5,0,3,None
2025-01-02T09:16:00,user_21,26.22166356,93.36145379,0.578926283,,94.82051708,0,41,5,0,1,None
2025-01-02T09:16:30,user_34,26.22714689,93.38100052,1.525943523,R2,77.49723018,0,85,3,0,7,None
2025-01-02T09:17:00,user_35,26.84133016,93.99624574,12.17556475,R3,94.12577962,0,18,1,1,2,Distress
2025-01-02T09:17:30,user_18,27.01380286,93.73530881,2.201864724,R3,80.36525301,1,52,3,0,4,None
2025-01-02T09:18:00,user_23,26.33730056,93.94582126,1.244036413,R3,28.90041374,1,60,5,0,3,None
2025-01-02T09:18:30,user_19,26.43168406,93.14695361,1.857977192,R1,89.57604615,1,89,3,0,6,None
2025-01-02T09:19:00,user_35,26.43144551,93.42828257,1.365908785,R3,44.23761119,1,53,3,0,4,None
2025-01-02T09:19:30,user_43,27.3995359,93.3923426,0.843182387,R2,61.56770344,0,55,2,0,9,None
2025-01-02T09:20:00,user_27,26.95691686,92.10498221,1.533253415,,71.73580563,0,40,3,0,1,None
2025-01-02T09:20:30,user_42,26.71617278,92.39891195,2.909785097,R2,32.11677021,0,98,2,0,10,None
2025-01-02T09:21:00,user_3,26.80272842,93.44623536,2.841673449,,91.32297257,1,96,3,0,2,None
2025-01-02T09:21:30,user_37,27.18194094,92.37262326,2.372508004,R1,87.22906852,0,40,4,0,4,None
2025-01-02T09:22:00,user_33,27.39268227,92.67008423,1.635872695,,64.13124095,1,96,3,0,8,None
2025-01-02T09:22:30,user_12,26.40925562,93.61762776,0,R1,49.60261452,0,17,2,0,78,Dropoff
2025-01-02T09:23:00,user_33,27.10492684,93.58153533,1.919453056,R3,75.72827503,1,92,5,0,2,None
2025-01-02T09:23:30,user_25,26.13010665,93.33851171,0.961953003,R2,14.06118756,0,40,4,0,5,None
2025-01-02T09:24:00,user_45,26.67010328,92.53398865,1.324063258,R2,58.24607516,0,56,4,0,9,None
2025-01-02T09:24:30,user_41,26.0931865,92.2364497,1.267015855,R3,40.5416613,1,84,2,0,8,None
2025-01-02T09:25:00,user_49,26.55131585,92.44169848,2.893401342,R2,47.81818997,1,66,5,0,7,None
2025-01-02T09:25:30,user_5,27.14278943,93.36068384,1.989536164,R1,78.73706898,1,73,4,0,8,None
2025-01-02T09:26:00,user_8,26.09263707,93.0952985,1.76371764,R2,57.27016742,0,60,5,0,2,None
2025-01-02T09:26:30,user_30,27.07537695,92.97765593,2.747223379,R1,44.54826922,1,48,5,0,0,None
2025-01-02T09:27:00,user_38,26.8381958,93.34553542,1.27042391,R1,2.177045789,0,87,3,0,4,None
2025-01-02T09:27:30,user_27,26.0679347,92.68905773,0.65939978,R2,99.41236605,1,42,4,0,1,None
2025-01-02T09:28:00,user_29,27.15345809,93.53165537,2.945833212,,64.58808181,1,97,5,0,6,None
2025-01-02T09:28:30,user_35,26.5634683,93.36546071,2.154481345,,53.93002639,1,47,3,0,10,None
2025-01-02T09:29:00,user_30,26.79326381,93.45571628,0,,11.1345108,0,12,2,0,30,Inactive
2025-01-02T09:29:30,user_3,26.79790041,93.64672087,1.118780096,,34.6159735,0,99,2,0,4,None
2025-01-02T09:30:00,user_29,26.92238481,93.87247586,2.722603355,R1,24.06662941,0,78,2,0,1,None
2025-01-02T09:30:30,user_15,26.36710123,92.08847346,1.597407029,R3,53.97598089,0,72,4,0,0,None
2025-01-02T09:31:00,user_43,26.86621222,93.54507642,0,R2,40.91912445,0,48,1,0,60,Inactive
2025-01-02T09:31:30,user_4,26.62034031,92.55030784,1.335077177,R3,714.1669856,1,91,3,0,5,OffRoute
2025-01-02T09:32:00,user_25,27.41237961,93.34268505,2.46451149,R2,31.87344573,1,49,4,0,6,None
2025-01-02T09:32:30,user_36,27.13162415,92.94703764,2.623352331,,30.07364188,1,98,2,0,2,None
2025-01-02T09:33:00,user_22,27.45167928,93.11457352,0,R1,20.11391266,0,17,0,0,51,Dropoff
2025-01-02T09:33:30,user_44,27.38333916,93.69426677,0.731159991,R1,72.45847123,0,57,5,0,3,None
2025-01-02T09:34:00,user_22,27.31043069,92.37632659,2.404241044,R3,72.43052399,0,70,3,0,8,None
2025-01-02T09:34:30,user_45,27.43552964,92.03066741,2.842899408,R2,96.20775561,1,98,3,0,1,None
2025-01-02T09:35:00,user_24,26.59494809,92.47866192,1.304037522,,28.30591975,1,59,4,0,7,None
2025-01-02T09:35:30,user_27,26.6990061,93.60563324,1.58362036,R1,833.1402785,0,67,2,0,10,OffRoute
2025-01-02T09:36:00,user_38,26.84378709,92.4425482,0,,7.296135655,0,80,4,0,63,Inactive
2025-01-02T09:36:30,user_17,26.44278843,92.39238357,1.075046565,,56.97895127,1,75,4,0,3,None
2025-01-02T09:37:00,user_12,27.4497624,93.28338891,1.726488956,R1,16.8233646,0,48,5,0,5,None
2025-01-02T09:37:30,user_41,26.78591662,93.67813699,0.685826029,R2,81.79959109,0,66,3,0,0,None
2025-01-02T09:38:00,user_2,26.10195191,92.30205929,1.046799181,R1,45.6009659,1,82,5,0,0,None
2025-01-02T09:38:30,user_44,26.79831873,92.82267702,0.525089221,,805.5349051,0,84,5,0,9,OffRoute
